,rn_numbers,top_labels
628,RG-50.042.0009,"[('camp', 21.7), ('food', 9.5), ('family', 8.4)]"
629,RG-50.042.0010,"[('camp', 21.3), ('food', 9.0), ('fear', 8.4)]"
630,RG-50.042.0011,"[('family', 11.1), ('camp', 9.7), ('fear', 8.4)]"
631,RG-50.042.0012,"[('camp', 13.6), ('family', 11.8), ('food', 8.6)]"
632,RG-50.042.0013,"[('camp', 17.6), ('food', 8.7), ('family', 8.5)]"
633,RG-50.042.0014,"[('camp', 15.5), ('family', 7.1), ('food', 7.1)]"
634,RG-50.042.0015,"[('government', 16.3), ('camp', 9.3), ('hospital', 9.3)]"
635,RG-50.042.0016,"[('camp', 26.2), ('government', 7.7), ('prisoners', 7.3)]"
636,RG-50.042.0018,"[('fear', 14.9), ('camp', 13.0), ('family', 11.5)]"
637,RG-50.042.0019,"[('camp', 17.6), ('family', 11.4), ('food', 7.1)]"
638,RG-50.042.0020,"[('camp', 20.2), ('fear', 13.1), ('family', 11.6)]"
639,RG-50.042.0021,"[('camp', 15.0), ('food', 10.9), ('war', 8.3)]"
640,RG-50.042.0022,"[('camp', 16.8), ('family', 7.7), ('food', 7.0)]"
641,RG-50.042.0023,"[('camp', 13.6), ('food', 10.1), ('family', 10.0)]"
642,RG-50.042.0024,"[('family', 14.8), ('fear', 10.7), ('camp', 10.1)]"
643,RG-50.042.0025,"[('camp', 12.3), ('family', 10.0), ('government', 8.5)]"
644,RG-50.042.0027,"[('camp', 10.2), ('family', 8.2), ('war', 7.9)]"
645,RG-50.042.0028,"[('camp', 16.3), ('fear', 8.4), ('family', 7.4)]"
646,RG-50.042.0029,"[('camp', 16.9), ('food', 9.0), ('family', 8.4)]"
647,RG-50.042.0030,"[('camp', 15.0), ('fear', 10.8), ('family', 9.2)]"
648,RG-50.042.0031,"[('camp', 17.9), ('family', 8.2), ('food', 7.9)]"
649,RG-50.042.0032,"[('camp', 19.7), ('government', 16.3), ('fear', 6.9)]"
650,RG-50.106.0001,"[('camp', 16.6), ('family', 11.9), ('religion', 11.8)]"
651,RG-50.106.0002,"[('camp', 17.6), ('family', 10.9), ('food', 9.1)]"
652,RG-50.106.0003,"[('family', 13.6), ('camp', 12.7), ('food', 8.2)]"
653,RG-50.106.0005,"[('camp', 24.6), ('family', 10.1), ('war', 9.0)]"
654,RG-50.106.0006,"[('camp', 18.7), ('family', 15.2), ('food', 8.0)]"
655,RG-50.106.0007,"[('camp', 23.7), ('family', 11.2), ('food', 8.0)]"
656,RG-50.106.0008,"[('camp', 21.0), ('family', 10.6), ('food', 7.4)]"
657,RG-50.106.0009,"[('camp', 20.9), ('family', 11.9), ('food', 7.3)]"
658,RG-50.106.0010,"[('family', 15.4), ('food', 13.2), ('camp', 9.2)]"
659,RG-50.106.0011,"[('camp', 21.4), ('family', 15.7), ('ghetto', 8.0)]"
660,RG-50.106.0013,"[('camp', 21.1), ('family', 10.6), ('food', 6.1)]"
661,RG-50.106.0015,"[('camp', 16.5), ('food', 11.4), ('family', 7.8)]"
662,RG-50.106.0016,"[('family', 12.0), ('camp', 11.9), ('food', 7.2)]"
663,RG-50.106.0017,"[('camp', 21.6), ('family', 21.6), ('army', 7.4)]"
664,RG-50.106.0019,"[('camp', 15.7), ('family', 13.3), ('ghetto', 6.4)]"
665,RG-50.106.0036,"[('camp', 14.7), ('family', 11.2), ('school', 8.2)]"
666,RG-50.106.0049,"[('family', 11.3), ('food', 10.5), ('camp', 8.0)]"
667,RG-50.106.0052,"[('food', 14.1), ('family', 10.7), ('camp', 6.4)]"
668,RG-50.106.0055,"[('camp', 22.2), ('family', 12.4), ('food', 11.6)]"
669,RG-50.106.0058,"[('family', 15.2), ('school', 12.3), ('camp', 9.3)]"
670,RG-50.106.0059,"[('camp', 23.1), ('family', 11.0), ('school', 8.0)]"
671,RG-50.106.0065,"[('camp', 17.3), ('family', 11.5), ('Jewish', 5.8)]"
672,RG-50.106.0074,"[('family', 19.4), ('camp', 16.1), ('food', 8.7)]"
673,RG-50.106.0077,"[('family', 14.4), ('food', 10.9), ('camp', 8.3)]"
674,RG-50.106.0079,"[('family', 15.1), ('camp', 13.6), ('food', 12.1)]"
675,RG-50.106.0080,"[('camp', 11.5), ('food', 11.5), ('family', 10.8)]"
676,RG-50.106.0081,"[('food', 13.7), ('family', 12.1), ('camp', 10.6)]"
677,RG-50.106.0082,"[('family', 13.4), ('food', 12.7), ('camp', 11.4)]"
678,RG-50.106.0084,"[('family', 11.5), ('food', 10.6), ('camp', 8.9)]"
679,RG-50.106.0086,"[('family', 18.3), ('camp', 12.2), ('school', 9.2)]"
680,RG-50.106.0087,"[('camp', 19.3), ('family', 14.6), ('school', 8.6)]"
681,RG-50.106.0089,"[('family', 13.4), ('food', 9.7), ('camp', 8.9)]"
682,RG-50.106.0090,"[('camp', 19.0), ('family', 12.1), ('prisoners', 6.7)]"
683,RG-50.106.0102,"[('family', 12.4), ('camp', 8.7), ('Jewish', 7.9)]"
684,RG-50.106.0103,"[('family', 15.7), ('camp', 15.2), ('food', 8.6)]"
685,RG-50.106.0109,"[('food', 12.9), ('camp', 11.8), ('family', 11.7)]"
686,RG-50.106.0111,"[('food', 17.0), ('family', 12.7), ('camp', 8.0)]"
687,RG-50.106.0113,"[('food', 17.6), ('family', 10.6), ('camp', 9.0)]"
688,RG-50.106.0114,"[('food', 14.1), ('camp', 9.6), ('war', 8.3)]"
689,RG-50.106.0115,"[('food', 14.9), ('camp', 10.1), ('family', 9.3)]"
690,RG-50.106.0116,"[('food', 18.5), ('camp', 13.9), ('family', 12.9)]"
691,RG-50.106.0118,"[('food', 15.0), ('camp', 13.3), ('family', 11.4)]"
692,RG-50.106.0119,"[('camp', 12.3), ('food', 11.6), ('family', 9.4)]"
693,RG-50.106.0120,"[('camp', 13.0), ('food', 11.7), ('family', 9.5)]"
694,RG-50.106.0121,"[('camp', 17.5), ('food', 9.3), ('family', 9.0)]"
695,RG-50.106.0122,"[('food', 17.0), ('camp', 16.3), ('family', 6.6)]"
696,RG-50.106.0123,"[('camp', 22.9), ('food', 13.2), ('family', 9.2)]"
697,RG-50.106.0124,"[('camp', 16.9), ('food', 13.0), ('family', 7.6)]"
698,RG-50.106.0125,"[('camp', 12.9), ('food', 12.9), ('army', 10.9)]"
699,RG-50.106.0126,"[('camp', 12.1), ('food', 8.7), ('government', 8.0)]"
700,RG-50.106.0127,"[('camp', 17.3), ('family', 13.4), ('food', 10.5)]"
701,RG-50.106.0128,"[('camp', 14.2), ('food', 9.9), ('family', 8.8)]"
702,RG-50.106.0129,"[('camp', 15.3), ('family', 13.7), ('school', 8.5)]"
703,RG-50.106.0131,"[('family', 14.7), ('camp', 12.1), ('food', 10.8)]"
704,RG-50.106.0132,"[('family', 13.5), ('camp', 13.0), ('school', 10.7)]"
705,RG-50.106.0133,"[('camp', 15.8), ('food', 13.9), ('family', 11.1)]"
706,RG-50.106.0134,"[('camp', 18.0), ('family', 14.5), ('fear', 7.4)]"
707,RG-50.106.0135,"[('camp', 20.9), ('family', 10.1), ('food', 9.2)]"
708,RG-50.106.0138,"[('food', 14.7), ('camp', 10.3), ('family', 9.7)]"
709,RG-50.106.0139,"[('family', 14.4), ('camp', 12.3), ('fear', 9.8)]"
710,RG-50.106.0140,"[('family', 14.5), ('war', 11.4), ('camp', 9.7)]"
711,RG-50.106.0141,"[('food', 13.6), ('family', 11.4), ('camp', 8.9)]"
712,RG-50.106.0142,"[('food', 14.8), ('family', 10.6), ('camp', 8.0)]"
713,RG-50.106.0143,"[('camp', 12.1), ('family', 11.8), ('war', 10.3)]"
714,RG-50.106.0145,"[('camp', 13.2), ('family', 9.3), ('war', 7.8)]"
715,RG-50.106.0146,"[('camp', 13.2), ('family', 12.3), ('Jewish', 7.9)]"
716,RG-50.106.0147,"[('family', 12.6), ('camp', 11.1), ('food', 9.4)]"
717,RG-50.106.0148,"[('family', 14.6), ('camp', 11.4), ('food', 10.1)]"
718,RG-50.106.0149,"[('war', 14.9), ('family', 13.7), ('camp', 10.8)]"
719,RG-50.106.0152,"[('war', 13.5), ('family', 12.3), ('camp', 7.7)]"
720,RG-50.106.0155,"[('war', 13.0), ('family', 12.7), ('camp', 11.3)]"
721,RG-50.106.0156,"[('family', 15.0), ('war', 12.4), ('camp', 8.9)]"
722,RG-50.106.0159,"[('family', 13.4), ('school', 10.5), ('camp', 9.5)]"
723,RG-50.106.0160,"[('camp', 16.7), ('war', 11.0), ('family', 10.2)]"
724,RG-50.106.0161,"[('family', 15.0), ('camp', 14.5), ('school', 10.0)]"
725,RG-50.106.0162,"[('family', 13.1), ('camp', 11.9), ('school', 7.2)]"
726,RG-50.106.0163,"[('family', 13.1), ('camp', 11.7), ('school', 11.6)]"
727,RG-50.106.0164,"[('family', 14.2), ('camp', 11.1), ('food', 8.5)]"
728,RG-50.106.0167,"[('family', 16.0), ('camp', 15.0), ('army', 8.6)]"
729,RG-50.106.0168,"[('camp', 13.1), ('family', 13.0), ('school', 9.6)]"
730,RG-50.106.0169,"[('camp', 19.8), ('food', 11.3), ('family', 10.5)]"
731,RG-50.106.0170,"[('camp', 21.9), ('family', 12.0), ('food', 8.6)]"
732,RG-50.106.0171,"[('camp', 18.5), ('family', 12.4), ('food', 8.8)]"
733,RG-50.106.0173,"[('camp', 14.5), ('family', 13.2), ('government', 7.9)]"
734,RG-50.106.0174,"[('camp', 17.9), ('family', 14.8), ('food', 9.1)]"
735,RG-50.106.0175,"[('camp', 16.3), ('family', 16.2), ('food', 7.6)]"
736,RG-50.106.0176,"[('camp', 18.6), ('family', 13.4), ('religion', 6.1)]"
737,RG-50.106.0177,"[('camp', 26.6), ('family', 12.9), ('food', 11.1)]"
738,RG-50.106.0178,"[('camp', 32.5), ('food', 16.0), ('family', 11.4)]"
739,RG-50.106.0179,"[('camp', 17.3), ('food', 12.3), ('family', 11.5)]"
740,RG-50.106.0180,"[('camp', 15.1), ('family', 13.0), ('food', 12.9)]"
741,RG-50.106.0181,"[('food', 16.0), ('family', 11.7), ('camp', 10.6)]"
742,RG-50.106.0183,"[('family', 14.1), ('camp', 10.9), ('food', 10.0)]"
743,RG-50.106.0184,"[('family', 10.7), ('food', 10.5), ('camp', 9.4)]"
744,RG-50.106.0185,"[('camp', 16.8), ('family', 12.2), ('food', 9.0)]"
745,RG-50.106.0187,"[('camp', 15.9), ('food', 13.9), ('family', 8.4)]"
746,RG-50.106.0189,"[('family', 13.3), ('camp', 10.5), ('food', 9.9)]"
747,RG-50.106.0191,"[('family', 11.9), ('camp', 9.1), ('food', 7.8)]"
748,RG-50.106.0192,"[('family', 10.3), ('food', 10.1), ('camp', 8.7)]"
749,RG-50.106.0193,"[('family', 13.0), ('food', 10.4), ('camp', 10.0)]"
750,RG-50.106.0194,"[('food', 14.8), ('camp', 13.3), ('family', 12.9)]"
751,RG-50.106.0195,"[('family', 12.5), ('camp', 10.0), ('food', 10.0)]"
752,RG-50.106.0196,"[('family', 14.6), ('camp', 12.2), ('food', 8.3)]"
753,RG-50.106.0198,"[('family', 12.4), ('camp', 9.7), ('food', 8.9)]"
754,RG-50.106.0200,"[('family', 17.1), ('camp', 9.3), ('food', 8.9)]"
755,RG-50.106.0201,"[('food', 12.9), ('family', 10.9), ('camp', 10.5)]"
756,RG-50.106.0202,"[('camp', 17.6), ('family', 14.1), ('war', 7.4)]"
757,RG-50.106.0203,"[('family', 15.7), ('camp', 13.1), ('food', 7.8)]"
758,RG-50.106.0204,"[('family', 12.8), ('camp', 11.1), ('food', 8.0)]"
759,RG-50.106.0205,"[('family', 12.0), ('food', 11.9), ('camp', 10.4)]"
760,RG-50.106.0208,"[('camp', 13.4), ('family', 10.7), ('food', 8.2)]"
761,RG-50.106.0209,"[('camp', 14.8), ('family', 14.0), ('food', 9.8)]"
762,RG-50.106.0210,"[('family', 13.2), ('food', 12.4), ('camp', 11.8)]"
763,RG-50.106.0212,"[('family', 14.4), ('camp', 12.5), ('war', 9.2)]"
764,RG-50.106.0213,"[('family', 16.9), ('camp', 9.7), ('food', 6.9)]"
765,RG-50.106.0215,"[('family', 14.5), ('camp', 10.2), ('school', 8.7)]"
766,RG-50.106.0216,"[('family', 12.4), ('camp', 10.9), ('food', 10.5)]"
767,RG-50.106.0217,"[('family', 15.5), ('food', 11.3), ('camp', 8.7)]"
768,RG-50.106.0218,"[('family', 15.2), ('camp', 12.9), ('food', 11.0)]"
769,RG-50.106.0219,"[('family', 13.3), ('camp', 13.1), ('food', 11.7)]"
770,RG-50.106.0221,"[('camp', 38.2), ('family', 7.6), ('war', 7.1)]"
771,RG-50.106.0222,"[('camp', 13.8), ('family', 13.0), ('food', 8.6)]"
772,RG-50.106.0224,"[('family', 14.1), ('camp', 10.6), ('school', 8.8)]"
773,RG-50.106.0225,"[('family', 13.2), ('camp', 8.6), ('food', 8.3)]"
774,RG-50.106.0226,"[('camp', 14.1), ('family', 12.4), ('food', 10.2)]"
775,RG-50.106.0227,"[('family', 15.3), ('camp', 14.1), ('food', 9.9)]"
776,RG-50.106.0229,"[('camp', 31.2), ('family', 10.1), ('food', 10.1)]"
777,RG-50.106.0230,"[('camp', 17.0), ('family', 13.3), ('war', 8.6)]"
778,RG-50.106.0245,"[('camp', 16.7), ('food', 15.6), ('family', 8.2)]"
779,RG-50.106.0246,"[('camp', 15.5), ('food', 12.8), ('family', 10.0)]"
780,RG-50.233.0001,"[('food', 17.4), ('camp', 14.7), ('family', 11.3)]"
781,RG-50.233.0002,"[('food', 11.7), ('camp', 10.2), ('family', 9.0)]"
782,RG-50.233.0003,"[('camp', 15.1), ('food', 11.5), ('family', 8.8)]"
783,RG-50.233.0004,"[('family', 11.6), ('camp', 9.1), ('war', 7.0)]"
784,RG-50.233.0005,"[('camp', 14.1), ('food', 10.1), ('family', 10.0)]"
785,RG-50.233.0006,"[('camp', 13.5), ('food', 11.8), ('family', 9.7)]"
786,RG-50.233.0008,"[('camp', 15.2), ('family', 8.5), ('food', 6.9)]"
787,RG-50.233.0010,"[('camp', 15.5), ('food', 15.4), ('family', 9.7)]"
788,RG-50.233.0011,"[('camp', 18.5), ('family', 15.2), ('ghetto', 7.0)]"
789,RG-50.233.0012,"[('camp', 13.5), ('family', 11.6), ('food', 11.3)]"
790,RG-50.233.0014,"[('family', 15.0), ('camp', 10.2), ('school', 7.6)]"
791,RG-50.233.0020,"[('ghetto', 10.5), ('camp', 10.2), ('family', 9.2)]"
792,RG-50.233.0021,"[('camp', 13.4), ('family', 8.4), ('food', 7.8)]"
793,RG-50.233.0022,"[('family', 11.9), ('camp', 11.2), ('war', 8.6)]"
794,RG-50.233.0026,"[('family', 12.6), ('camp', 11.2), ('food', 9.3)]"
795,RG-50.233.0029,"[('food', 14.1), ('camp', 12.2), ('family', 5.7)]"
796,RG-50.233.0032,"[('food', 13.7), ('family', 11.6), ('camp', 10.6)]"
797,RG-50.233.0034,"[('family', 14.3), ('camp', 14.0), ('school', 10.4)]"
798,RG-50.233.0036,"[('camp', 19.5), ('family', 12.5), ('food', 10.3)]"
799,RG-50.233.0037,"[('camp', 12.7), ('family', 7.4), ('food', 7.3)]"
800,RG-50.233.0042,"[('camp', 25.1), ('food', 7.2), ('ghetto', 7.2)]"
801,RG-50.233.0043,"[('camp', 26.4), ('army', 12.5), ('war', 6.9)]"
802,RG-50.233.0044,"[('family', 11.9), ('camp', 7.9), ('food', 7.9)]"
803,RG-50.233.0048,"[('camp', 12.3), ('family', 9.8), ('government', 7.3)]"
804,RG-50.233.0049,"[('family', 12.0), ('camp', 7.8), ('school', 7.6)]"
805,RG-50.233.0051,"[('camp', 15.7), ('food', 12.4), ('family', 10.6)]"
806,RG-50.233.0053,"[('food', 13.7), ('family', 13.2), ('camp', 11.4)]"
807,RG-50.233.0055,"[('camp', 11.2), ('family', 9.4), ('food', 8.4)]"
808,RG-50.233.0056,"[('camp', 13.9), ('food', 12.6), ('family', 9.9)]"
809,RG-50.233.0057,"[('camp', 13.1), ('food', 11.2), ('family', 7.2)]"
810,RG-50.233.0059,"[('family', 19.4), ('camp', 13.2), ('war', 9.4)]"
811,RG-50.233.0060,"[('family', 12.6), ('camp', 11.1), ('war', 11.1)]"
812,RG-50.233.0064,"[('family', 12.2), ('food', 12.2), ('camp', 10.2)]"
813,RG-50.233.0065,"[('food', 9.1), ('family', 7.8), ('camp', 7.5)]"
814,RG-50.233.0066,"[('camp', 18.4), ('family', 15.0), ('food', 8.2)]"
815,RG-50.233.0067,"[('family', 10.1), ('camp', 8.7), ('religion', 7.4)]"
816,RG-50.233.0069,"[('family', 13.2), ('camp', 9.5), ('war', 9.4)]"
817,RG-50.233.0072,"[('food', 13.1), ('camp', 10.8), ('family', 10.3)]"
818,RG-50.233.0074,"[('camp', 14.2), ('family', 12.6), ('food', 9.5)]"
819,RG-50.233.0075,"[('family', 14.0), ('camp', 8.5), ('food', 8.0)]"
820,RG-50.233.0077,"[('family', 9.8), ('camp', 9.7), ('food', 8.6)]"
821,RG-50.233.0078,"[('family', 9.6), ('Jewish', 7.6), ('camp', 6.7)]"
822,RG-50.233.0080,"[('family', 9.2), ('food', 8.6), ('camp', 7.5)]"
823,RG-50.233.0083,"[('food', 12.9), ('family', 10.1), ('camp', 8.9)]"
824,RG-50.233.0084,"[('religion', 11.9), ('camp', 10.0), ('war', 7.6)]"
825,RG-50.233.0088,"[('family', 16.2), ('food', 12.1), ('camp', 11.0)]"
826,RG-50.233.0089,"[('camp', 12.1), ('food', 11.2), ('family', 9.5)]"
827,RG-50.233.0090,"[('food', 12.0), ('camp', 11.7), ('family', 7.8)]"
828,RG-50.233.0091,"[('camp', 12.9), ('food', 11.9), ('family', 8.1)]"
829,RG-50.233.0092,"[('camp', 11.5), ('food', 9.5), ('family', 9.0)]"
830,RG-50.233.0093,"[('camp', 20.3), ('food', 13.6), ('family', 11.2)]"
831,RG-50.233.0094,"[('family', 13.9), ('Jewish', 9.0), ('camp', 8.3)]"
832,RG-50.233.0095,"[('camp', 19.2), ('family', 13.0), ('food', 10.9)]"
833,RG-50.233.0096,"[('food', 13.8), ('camp', 9.9), ('family', 9.7)]"
834,RG-50.233.0097,"[('camp', 9.7), ('family', 8.2), ('food', 8.0)]"
835,RG-50.233.0100,"[('family', 13.4), ('food', 10.4), ('camp', 7.7)]"
836,RG-50.233.0101,"[('camp', 18.6), ('food', 13.1), ('family', 8.3)]"
837,RG-50.233.0105,"[('camp', 14.8), ('family', 10.7), ('food', 10.7)]"
838,RG-50.233.0106,"[('camp', 14.7), ('war', 9.8), ('family', 7.7)]"
839,RG-50.233.0111,"[('camp', 12.9), ('family', 9.4), ('food', 9.1)]"
840,RG-50.233.0113,"[('camp', 17.2), ('food', 12.8), ('family', 10.9)]"
841,RG-50.233.0114,"[('camp', 11.7), ('family', 10.5), ('food', 10.5)]"
842,RG-50.233.0115,"[('family', 12.3), ('Jewish', 8.2), ('camp', 6.9)]"
843,RG-50.233.0117,"[('camp', 14.1), ('family', 11.5), ('food', 11.2)]"
844,RG-50.233.0119,"[('family', 12.3), ('camp', 10.4), ('food', 10.4)]"
845,RG-50.233.0119,"[('family', 14.5), ('camp', 9.5), ('food', 9.2)]"
846,RG-50.233.0120,"[('food', 10.9), ('camp', 9.8), ('family', 9.3)]"
847,RG-50.233.0121,"[('camp', 13.0), ('family', 7.7), ('ghetto', 7.3)]"
848,RG-50.233.0125,"[('camp', 15.2), ('family', 8.7), ('food', 8.4)]"
849,RG-50.233.0129,"[('camp', 10.8), ('family', 7.3), ('hospital', 6.7)]"
850,RG-50.233.0131,"[('camp', 15.3), ('food', 10.9), ('family', 9.3)]"
851,RG-50.233.0134,"[('camp', 10.5), ('family', 9.3), ('war', 6.7)]"
852,RG-50.233.0135,"[('camp', 23.4), ('family', 9.6), ('food', 8.1)]"
853,RG-50.233.0136,"[('family', 11.6), ('camp', 10.6), ('food', 8.3)]"
854,RG-50.233.0139,"[('camp', 13.0), ('family', 8.2), ('food', 7.7)]"
855,RG-50.233.0140,"[('family', 19.4), ('camp', 10.3), ('war', 8.0)]"
856,RG-50.233.0141,"[('camp', 15.2), ('family', 10.9), ('ghetto', 7.4)]"
857,RG-50.233.0142,"[('food', 11.9), ('family', 9.6), ('camp', 9.4)]"
858,RG-50.233.0143,"[('camp', 16.3), ('family', 10.1), ('war', 7.2)]"
859,RG-50.233.0144,"[('camp', 13.8), ('food', 12.1), ('family', 11.6)]"
860,RG-50.344.0001,"[('camp', 18.2), ('family', 10.9), ('food', 7.1)]"
861,RG-50.344.0002,"[('camp', 26.7), ('food', 11.3), ('ghetto', 9.6)]"
862,RG-50.344.0003,"[('camp', 16.2), ('family', 11.5), ('food', 11.4)]"
863,RG-50.344.0004,"[('camp', 19.6), ('food', 14.3), ('family', 8.4)]"
864,RG-50.344.0005,"[('camp', 17.9), ('food', 10.5), ('family', 9.0)]"
865,RG-50.344.0006,"[('camp', 18.4), ('food', 9.0), ('war', 8.6)]"
866,RG-50.344.0007,"[('camp', 21.9), ('war', 9.8), ('family', 8.5)]"
867,RG-50.344.0008,"[('camp', 16.0), ('food', 13.4), ('family', 10.3)]"
868,RG-50.344.0009,"[('camp', 18.3), ('food', 13.0), ('family', 10.4)]"
869,RG-50.429.0001,"[('camp', 11.5), ('family', 11.5), ('school', 8.6)]"
870,RG-50.429.0002,"[('camp', 10.4), ('food', 9.3), ('family', 9.2)]"
871,RG-50.429.0003,"[('camp', 12.6), ('fear', 9.4), ('government', 7.3)]"
872,RG-50.429.0004,"[('camp', 9.5), ('school', 8.5), ('government', 6.9)]"
873,RG-50.429.0005,"[('fear', 11.8), ('camp', 10.9), ('family', 10.7)]"
874,RG-50.470.0001,"[('camp', 12.2), ('family', 11.2), ('Jewish', 9.6)]"
875,RG-50.470.0002,"[('camp', 11.8), ('war', 9.0), ('fear', 7.9)]"
876,RG-50.470.0003,"[('camp', 15.2), ('fear', 12.7), ('Jewish', 7.6)]"
877,RG-50.470.0004,"[('camp', 9.4), ('american', 7.6), ('Jewish', 7.6)]"
878,RG-50.470.0006,"[('family', 10.8), ('camp', 10.3), ('fear', 8.7)]"
879,RG-50.470.0007,"[('camp', 20.2), ('family', 8.4), ('shooting', 7.2)]"
880,RG-50.470.0008,"[('camp', 21.7), ('food', 9.2), ('family', 6.5)]"
881,RG-50.470.0009,"[('food', 10.7), ('camp', 8.7), ('american', 8.3)]"
882,RG-50.470.0010,"[('camp', 22.0), ('food', 12.0), ('shooting', 10.0)]"
883,RG-50.470.0011,"[('camp', 16.4), ('american', 10.9), ('survive', 9.2)]"
884,RG-50.470.0012,"[('camp', 12.0), ('government', 10.2), ('shooting', 9.8)]"
885,RG-50.470.0014,"[('camp', 12.4), ('hospital', 11.8), ('food', 11.5)]"
886,RG-50.470.0015,"[('camp', 20.6), ('Jewish', 7.9), ('Nazi', 7.9)]"
887,RG-50.470.0016,"[('camp', 11.8), ('government', 11.2), ('shooting', 8.1)]"
888,RG-50.470.0017,"[('american', 13.0), ('camp', 10.1), ('army', 9.6)]"
889,RG-50.470.0018,"[('camp', 14.8), ('shooting', 10.5), ('american', 8.3)]"
890,RG-50.470.0019,"[('camp', 18.5), ('fear', 7.3), ('food', 6.8)]"
891,RG-50.470.0020,"[('camp', 19.3), ('government', 14.0), ('shooting', 9.6)]"
892,RG-50.470.0021,"[('camp', 17.6), ('shooting', 10.1), ('american', 9.2)]"
893,RG-50.470.0022,"[('camp', 17.0), ('food', 8.9), ('fear', 7.3)]"
894,RG-50.470.0023,"[('camp', 13.0), ('family', 13.0), ('survive', 8.9)]"
895,RG-50.470.0024,"[('camp', 13.9), ('american', 10.9), ('Jewish', 10.9)]"
896,RG-50.470.0025,"[('camp', 15.1), ('Jewish', 7.5), ('shooting', 6.7)]"
897,RG-50.471.0002,"[('camp', 11.7), ('ghetto', 8.8), ('kill', 6.7)]"
898,RG-50.471.0010,"[('ghetto', 9.6), ('relocation', 9.6), ('camp', 9.2)]"
899,RG-50.471.0013,"[('ghetto', 20.4), ('relocation', 13.7), ('camp', 11.8)]"
900,RG-50.549.01.0001,"[('family', 16.8), ('camp', 9.1), ('food', 8.1)]"
901,RG-50.549.01.0003,"[('family', 17.3), ('camp', 11.0), ('school', 10.6)]"
902,RG-50.549.01.0004,"[('family', 13.0), ('camp', 12.1), ('fear', 7.2)]"
903,RG-50.549.01.0005,"[('camp', 12.8), ('family', 12.4), ('fear', 7.8)]"
904,RG-50.549.01.0007,"[('family', 17.4), ('camp', 15.1), ('fear', 7.6)]"
905,RG-50.549.01.0008,"[('camp', 19.0), ('family', 12.5), ('school', 8.4)]"
906,RG-50.549.01.0009,"[('family', 12.8), ('camp', 11.8), ('food', 10.6)]"
907,RG-50.549.01.0010,"[('camp', 15.7), ('family', 14.1), ('school', 9.2)]"
908,RG-50.549.01.0011,"[('family', 13.8), ('camp', 11.9), ('school', 8.1)]"
909,RG-50.549.01.0013,"[('camp', 16.0), ('family', 11.5), ('fear', 10.6)]"
910,RG-50.549.01.0014,"[('family', 13.1), ('camp', 12.6), ('government', 11.5)]"
911,RG-50.549.01.0015,"[('family', 16.4), ('camp', 13.2), ('war', 7.3)]"
912,RG-50.549.01.0016,"[('family', 17.1), ('school', 12.9), ('camp', 11.3)]"
913,RG-50.549.01.0017,"[('camp', 14.7), ('family', 10.1), ('fear', 8.8)]"
914,RG-50.549.01.0018,"[('family', 16.7), ('camp', 6.6), ('school', 6.2)]"
915,RG-50.549.01.0019,"[('family', 13.5), ('food', 10.2), ('camp', 6.7)]"
916,RG-50.549.01.0021,"[('family', 14.0), ('camp', 11.5), ('fear', 7.1)]"
917,RG-50.549.01.0022,"[('family', 15.0), ('camp', 9.4), ('food', 8.8)]"
918,RG-50.549.01.0024,"[('family', 16.1), ('camp', 13.8), ('government', 12.7)]"
919,RG-50.549.01.0025,"[('camp', 12.0), ('government', 10.6), ('war', 9.2)]"
920,RG-50.549.01.0026,"[('family', 16.7), ('camp', 12.4), ('government', 7.9)]"
921,RG-50.549.01.0027,"[('camp', 17.9), ('family', 14.5), ('fear', 7.1)]"
922,RG-50.549.02.0002,"[('camp', 13.5), ('family', 11.8), ('food', 7.8)]"
923,RG-50.549.02.0003,"[('camp', 16.1), ('family', 11.9), ('war', 9.1)]"
924,RG-50.549.02.0006,"[('camp', 19.0), ('family', 15.5), ('food', 6.4)]"
925,RG-50.549.02.0007,"[('food', 13.2), ('camp', 11.1), ('family', 10.1)]"
926,RG-50.549.02.0010,"[('camp', 17.4), ('family', 14.9), ('war', 6.9)]"
927,RG-50.549.02.0011,"[('camp', 12.2), ('family', 12.2), ('fear', 7.9)]"
928,RG-50.549.02.0012,"[('camp', 14.4), ('family', 14.3), ('war', 7.3)]"
929,RG-50.549.02.0013,"[('camp', 11.6), ('family', 10.3), ('school', 8.0)]"
930,RG-50.549.02.0014,"[('camp', 16.9), ('religion', 12.6), ('family', 9.4)]"
931,RG-50.549.02.0015,"[('camp', 10.8), ('food', 9.4), ('family', 8.9)]"
932,RG-50.549.02.0016,"[('family', 12.5), ('camp', 11.2), ('war', 7.3)]"
933,RG-50.549.02.0017,"[('camp', 13.4), ('family', 11.1), ('food', 10.3)]"
934,RG-50.549.02.0018,"[('family', 17.1), ('camp', 14.3), ('food', 6.9)]"
935,RG-50.549.02.0019,"[('camp', 14.2), ('family', 13.2), ('food', 9.1)]"
936,RG-50.549.02.0020,"[('family', 13.4), ('food', 11.4), ('camp', 10.6)]"
937,RG-50.549.02.0021,"[('camp', 12.9), ('war', 11.6), ('family', 10.9)]"
938,RG-50.549.02.0022,"[('camp', 14.5), ('family', 11.1), ('food', 10.2)]"
939,RG-50.549.02.0023,"[('camp', 15.5), ('family', 9.5), ('food', 8.5)]"
